Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
BT-257509,2177107,1-Critical,[Lenovo ThinkPad JP][Thames2/LnL/FmP][QS][PCIe] BT Device lost due to TOP exception during S4 cycle,wesleyku,22/Jul/24 9:47 AM,Lenovo - ThinkPad JP,Fixed,FW- Transport,,,Closed,SBHBTW_PP_REL45116_23.60.5.9G,SBHBTW113507_23.70.3.1,Fillmore Peak 2 Blazar (BE201),,,,,,,,23.70_HF_Blocker,23.80_Blocker,BT_PCIE,FwTopException,,,,,,P1-Stopper,wesleyku,,Fixed
BT-251408,2145235,1-Critical,[Lenovo ThinkPad JP][Thames2/LnL/FmP][EVQS][PCIe][Random Signature Failure] BT Device lost in Sx Cycle with BT 23.60.5.6 and EVQS CPU EESIT SMT configuration,wesleyku,01/Jul/24 9:32 PM,Lenovo - ThinkPad JP,Fixed,FW- ROM,,,Closed,SBHBTW108788_23.60.5.6,,Fillmore Peak 2 Blazar (BE201),,,,,,,,23.65_Blocker,BT_PCIE,FWSignatureVerifyFail,team#LT,,,,,,P2-High,wesleyku,,Fixed
BT-249593,2137050,1-Critical,[Lenovo ThinkPad JP][Thames2/LnL/FmP][EVQS][PCIe] BSOD 0xC1_24_VRF_ibtpci due to SPECIAL_POOL_DETECTED_MEMORY_CORRUPTION when DUT is running S4 (48th cycle),wesleyku,24/Jun/24 10:21 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->PCIe,,,Closed,SBHBTW108788_23.60.5.6,SBHBTW_PP_REL44520_23.60.5.8,Fillmore Peak 2 Blazar (BE201),,,,,,,,23.65_Blocker,BT_PCIE,team#LT,,,,,,,P2-High,wesleyku,Issue is driver trying to read or access unallocated memory.,Fixed
BT-242267,2106005,1-Critical,[Lenovo-ThinkPad JP][Thames2/LnL/FmP][EVQS][PCIe] BSOD BC_BTHMINI_VERIFIER_FAULT (bff) on bthmini.sys when execute warm boot.,wesleyku,28/May/24 1:23 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->PCIe,,,Closed,BT SBHBTW_PP_REL40909_23.65.0.10,SBHBTW_PP_REL42888_23.60.5.6,Fillmore Peak 2 Blazar (BE201),,,,,,,,23.65_Blocker,BT_PCIE,HSD_Created,,,,,,,P2-High,wesleyku,"While powering down in reboot scenario, FDO is moving to D3 final and PDO moved to D2, but PDO went back to D0 due to an IOCTL received from MSFT stack and wdfrequestcomplete is done with STATUS_DEVICE_BUSY which is not accepted by the stack as per msdn which can accept only STATUS_SUCCESS and if fails with STATUS_CANCELLED with proper data. ",Fixed
BT-183232,1819311,1-Critical,"[Lenovo IdeaPad/Inhouse][Y980/RPL/GfP2][Win11] HLK ""Bluetooth - HciExtensionsV2 (Development and Integration)"" test Failed",wesleyku,05/Oct/23 2:40 PM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ADV,,,Closed,22.250.0.2,SBHBTW93419_23.10.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,P2-High,wesleyku,"details in https://jira.idoc.intel.com/browse/BT-180465 
[HLK][22H2][GfP] Bluetooth - HciExtensionsV2 (Development and Integration) fails with received 0 advertisements, but expected at least 16.",Fixed
BT-162869,1740141,2-High,"[Lenovo-Thinkbook China/Inhouse][TB 13X G4/MTL/AX211/BE200] The unit show BSOD (ibtusb!BtFdPerformProductReset) when running stress_CB. (FR:1/22 units; 1/5190 cycles)",wesleyku,28/Jul/23 10:10 AM,Lenovo - ThinkPad China,Fixed,Host Windows- Driver->ibtusb,,,Closed,"PHBTW15996_22.235.0.4; ","PHBTW87465_22.250.0.2; PHBTW_PP_REL22028_23.0.0.6",Garfield Peak 2 Magnetar (AX211),,,,,,,,,,,,,,,,,P2-High,wesleyku,There is a global device context stored in the driver extension which is added in device add callback and removed in device context cleanup. In the device reset scenario there is a race condition happening where new device add is happening before the previous device cleanup which is causing device be null in the driver ext.,Fixed
BT-70178,1224296,2-High,[Lenovo ThinkPad JP][jaguar_2_panther_2][ADL-P][[Tile Ring] Tile Ring pulse irregularity,robinlia,11/Apr/22 11:12 PM,Lenovo - ThinkPad JP,Fixed,FW- Protocol -> ADV_EXT,,,Closed,"22.130.0.2, PHBTW_WEEKLY1334_22.150.22174.55137 , PHBTW_WEEKLY1332_22.150.22153.54320",PHBTW56037_22.150.0.3,Garfield Peak 2 Solar (AX211),,,,,,,,Tile,TileRingOnWindows,,,,,,,,P2-High,wesleyku,"In the scenario of Pulse duraiton = 0, Pulse interval =0, we will only reload Ring duration timer, pulse duration, interval timers will be inactive.
In fw, we should reload Ring duration timer for 60sec.
we are calling ring start timer, which already active and running, so timer set api not reloading timer when it's already active.
FW should stop the timer before everytime before reloading it.",Fixed
BT-66763,1195610,1-Critical,[Lenovo-IdeaPad][S970/ADL/GfP][win11][SIT] DUT can not transfer file immediately after S4 resume.,wesleyku,22/Mar/22 5:07 PM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.120.0.2,"PHBTW_NIGHTLY55176_22.150.22174.55176, PHBTW55585_22.140.0.4",Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,P2-High,wesleyku,Due to the multiple role switch during the connection setup and Override link policy settings enabled the connection process was failing with multiple issues. Changes done as part of BT-70469 fixed this issue of avoiding multiple role switches.,Fixed
BT-59398,1115352,2-High,"[Lenovo-Thinkpad JP][jaguar_2/panther_2/ADLP RVP/GfP2][Win11][Tile] DUT stop ADV after using ""shutdown /s /f /t 0"" command",wesleyku,08/Feb/22 10:07 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,PHBTW45933_22.110.0.2,22.130,Garfield Peak 2 Solar (AX211),,,,,,,,Tile,,,,,,,,,P2-High,wesleyku,"Windows Os is using different PowerActions to notify driver shutdown using command line and UI menu. Tile is configuring for  S5 based on the powerAction values. Now with the given fix, driver handles both the powerActions for S5.",Fixed
BT-56390,1087792,1-Critical,[Lenovo-Thinkpad JP][jaguar_2/panther_2/ADLP RVP/GfP2][Win11][Tile Ring] SLP_S0 not asserted caused by BT driver while doing Modern Standby with BT Off.,wesleyku,13/Jan/22 11:07 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.100.0.3,22.110.0,Garfield Peak 2 Solar (AX211),Harrison Peak 2 Solar (AX201),,,,,,,Tile,,,,,,,,,P2-High,wesleyku,"During D0exit hci response for VS command(set S5 state) is not read . This packet remains in USB rx buffer , and doesnot allow controller to go in Low power mode",Fixed
BT-45129,1008055,1-Critical,[Lenovo ThinkPad JP/LCFC][P15/P17 Gen2/TGL/TyP][Win11][HLK][BSOD 0xC4] P15 Gen2 QN20E1 & QN20E5: Win11: HLK: System - PNP with IO test solid BSOD C4 @ caused by Intel BT driver,wesleyku,28/Sep/21 4:42 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.80.0.4,PHBTW43098_22.100.0.2,Garfield Peak 2 Solar (AX211),Typhoon Peak 2 (AX210),,,,,,,22.100_Blocker,,,,,,,,,P2-High,wesleyku,"EtwRegister/Unregister calls expected as per MSDN KMDF drivers to be under DriverEntry and unload. Currently in ibtusb driver, we have put it under device context under preparehardware and devicecleanup and HLK not able to detect these calls. So moved to driver context as per MSDN rules.",Fixed
BT-25285,689166,1-Critical,[ThinkPad JP LCFC_Lark][WW02][CCP BT22.20.1.1] System found the BT KBD and Mouse disconnected then can't find any device.,byang10,08/Jan/21 2:34 PM,Lenovo - ThinkPad JP,Fixed,FW- Transport,,,Closed,22.20.1.1,22.40,Cyclone Peak 2 (AX200),,,,,,,,22.40_Candidate,BtYellowBang,Domain-Functional,IVG_Support,UART,,,,,P2-High,byang10,"There is a race between remote initiated wake and host initiated wait.
Host is sending a wake request(because of host initiated wakeuo) and firmware is expecting a wake response.
",Fixed
BT-23943,632144,1-Critical,[Lenovo ThinkPad JP][LCFC][Drift3/Ironhide3][TGL][CCP][20H2]Three new HLK Bluetooth test items appear in Win10 20H2 after installing Tile,byang10,22/Dec/20 8:45 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.10.0.7,22.20.1.1,Cyclone Peak 2 (AX200),,,,,,,,IVG_Support,IVG_TCCB_WW01/2021,,,,,,,,P2-High,byang10,"Problem statement: As part of system preparation using sysprep.exe and generalization in Windows Audit mode, the Bluetooth driver resulted in YB.

Background: The Intel Tile Node is a raw PDO that exposes interface for Tile application to send request to Driver though IO CTL interface. The raw PDO will appear as hidden device in Device manager under Other devices section without any device properties. OEMs raised a concern about the new node also requested to populate device properties for this node to adopt in the OEM Automation / testing. As part of adding the Device Properties for Tile Node, the Intel Tile Node device is made as child device for Bluetooth driver node to inherit all the properties of Parent. To achieve this, ibtusb.inf is modified to represent Tile Node as Null Device and child of Intel Bluetooth Driver.

Analysis: As part of Driver installation using MSI, the package will install all the drivers that are included in it . This is a PNP installation requirement to support Plug and Play of devices. The MSI will install all the driver including CcP and HrP which contains the Tile Node INF entries though the platform having TyP connected. The Driver will included the firmware for respective SKUs only. After Installation in audit mode and then performing Generalization, It is observed that Windows OS is loading different SKU driver Binary ( in this case it is CCP) where the TyP firmware will not be present. Due to this, the driver will result in Yellow Bang. This has been confirmed form the driver logs.

This has been narrowed down further by uninstalling the CcP and HrP SKU drivers manually after installation and then performing the Generalization in audit mode. In this case, the Windows OS is loading the driver Binary for the respective SKUs.
Few more points:
- Bluetooth Driver name (ibtusb.sys) and INF(ibtusb.inf) is same for all SKUs .
- The Intel Tile Node INF Entries are present only in HrP and CcP. These drivers are installed as part of MSI package and which binds the Tile node with ibtusb.sys/ibtusb.inf ( Additional clarification required here from MSFT )
- The issue is narrowed down only. However, the root cause of the issue still need to be investigated based on feedback from MSFT. We have Open sighting with MSFT PnP team on this (https://hsdes.intel.com/appstore/article/#/16012307683 ).

Test Coverage: As part of Test coverage, all the testing including the installation is performed in Normal windows mode. Switching between Normal OS to Audit mode and then Generalization is not covered. This is the process followed in Factories for imaging the platforms. This is the gap identified and is required to add testing coverage in Install domain areas.",Fixed
BT-22095,619500,2-High,[Lenovo IdeaPad][Inhouse][S750-14Pro][TGL-U/AX201/20H1][Connection Timeout] BT mouse disconnect after 20 mins idle,szchen,19/Nov/20 2:50 PM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ACL_LE,,,Closed,PHBTW18298_22.10.0.2,PHBTW20901_22.20.1.1,Harrison Peak 2 Quasar (AX201),,,,,,,,IVG_Support,IVG_TCCB_WW03/2021,,,,,,,,P2-High,szchen,,Fixed
BT-21140,588959,3-Medium,[Lenovo PM] [BT UX][X1 carbon 4th][SKL-U][AX200][19H1][FW exception] All BT device disconnected,byang10,14/Oct/20 8:44 PM,Lenovo - ThinkPad JP,Fixed,FW- Protocol -> ACL_BR_EDR,FW- Protocol -> ACL_LE,,Closed,"""BT Driver Version"":""22.10.20401.16527""", 22.10 PV,Cyclone Peak 2 (AX200),,,,,,,,BtFWException,,,,,,,,,P3-Medium,byang10,,Fixed
BT-21063,588915,1-Critical,[ThinkPad JP LCFC_Lark][WW42][CCP] System find 7E BSOD when MFG perform do Power On/Off (Shutdown/PowerOn) Test. (FR:1/80 units),byang10,13/Oct/20 11:31 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtuart,,,Closed,21.90.4.1,22.20,Cyclone Peak 2 (AX200),,,,,,,,IVG_TCCB_WW50,Q420TCCB,,,,,,,,P2-High,tsengcox,Any Unrecoverable error during  FdoDevD0Entry function should return an UNSUCCESSFUL status and notify the framework not to trigger a driver reload.This will results in a Driver YB instead of BSOD.,Fixed
BT-20339,567470,2-High,[Lenovo-ThinkPad-JP][Wistron][X12 Titanium Gen1][TGL/AX201/20H1][100%] BSOD 9F point to BT,szchen,14/Sep/20 5:03 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,BT:21.110.0.3,PHBTW20175_22.20.0.3,Harrison Peak 2 Quasar (AX201),,,,,,,,BSOD-0x9F,IVG_TCCB_WW51,Tile,,,,,,,P2-High,szchen,Registry access for Tile configuration during the D0Entry on Tile non supported platform resulted in IRP timeout. ,Fixed
BT-18979,529121,2-High,[Lenovo IdeaPad][Inhouse][YogaS950][TGL][20H1] BT connect one keyboard & mouse fail (60% FR),szchen,16/Jul/20 9:42 AM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ACL_LE,,,Closed,21.90.2.1,,Harrison Peak 2 Quasar (AX201),,,,,,,,IVG_TCCB_WW29,,,,,,,,,P2-High,szchen,,Fixed
BT-18961,528570,2-High,[Lenovo_ThingPad][LCFC_TW][Lark][Lakefield][Win10]Intel Bluetooth driver doesn't support DFx in HLK test (Directed FX System Verification Test),byang10,15/Jul/20 4:23 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtuart,,,Closed,21.90.3.1,,Cyclone Peak 2 (AX200),,,,,,,,LKF,,,,,,,,,P2-High,byang10,,Fixed
BT-18958,528569,2-High,"[Lenovo-Thinkpad][LCFC][E14/15][TGL/9560/20H1]Bluetooth headset devices do not receive sound on Skype call.(F/R: 3/5Units,  12/20 total trials)",szchen,15/Jul/20 2:47 PM,Lenovo - ThinkPad China,Fixed,HW- General,,,Closed,phbtw8806_21.90.2.1g,,Jefferson Peak 2 Quasar (9560),,,,,,,,IVG_TCCB_WW29,,,,,,,,,P2-High,szchen,,Fixed
BT-18906,528439,3-Medium,[Lenovo-Ideapad][Wistron][Yoga S940-IIL][AX200/9560][20H1][100%]Phone can’t be searched by Lenovo One after connect BT Mouse to test Unit first.,wesleyku,13/Jul/20 2:44 PM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ADV,,,Closed,21.90.2.1,,Jefferson Peak 2 Solar (9560),,,,,,,,IVG_TCCB_WW29,,,,,,,,,P3-Medium,ethange,,Fixed
BT-18871,528076,1-Critical,"[Lenovo IdeaPad][LCFC][YogaC950][TGL-UP3][HrP2][20H1 64bit] Intel AX201 Bluetooth device lost when do PM(Restart/Sleep/Hibernate)/lid close on QS sample B0 stepping CPU. (F/R: 4/20units, 4/20 cycles)",szchen,10/Jul/20 4:47 PM,Lenovo - IdeaPad,Fixed,3rd Party- Platform,,,Closed,phbtw7337_21.90.2.1g,,Harrison Peak 2 Quasar (AX201),,,,,,,,IVG_TCCB_WW28,,,,,,,,,P2-High,szchen,,Fixed
BT-18659,524414,2-High,[Lenovo IdeaPad][Huaqin][S750][TGL PCH B0/AX201/20H1][BT LOST] BT lost at PCH B0 (FR:10%),szchen,01/Jul/20 5:06 PM,Lenovo - IdeaPad,Fixed,HW- General,,,Closed,21.90.2.1,,Harrison Peak 2 Quasar (AX201),,,,,,,,BIOS_SUSPECT,IVG_TCCB_WW27,,,,,,,,P2-High,szchen,,Fixed
BT-18642,524371,2-High,[Lenovo IdeaPad][Inhouse][S750-14Pro][TGL-U/AX201/20H1] BT mouse no function after connect BT headset/mouse,szchen,01/Jul/20 12:15 PM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ACL_LE,,,Closed,21.90.2.1,,Harrison Peak 2 Quasar (AX201),,,,,,,,IVG_TCCB_WW27,,,,,,,,,P2-High,szchen,,Fixed
BT-12170,522682,2-High,[Lenovo_DT][LCFC][Tiny7][CML-S/RKL-S+500PCH/AX201/20H1][BT LOST] CNVI BT Device Lost (FR:90%),szchen,20/Jun/20 2:06 AM,Lenovo - Desktop,Fixed,HW- General,,,Closed,21.90.0.4,,Harrison Peak 2 Quasar (AX201),,,,,,,,BIOS_SUSPECT,,,,,,,,,P2-High,szchen,,Fixed
BT-12169,522368,2-High,[Lenovo-IdeaPad][LCFC][S350][ICL/9560/20H1] BT4.0 keyboard can not be connected success.,szchen,20/Jun/20 2:27 AM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ADV_EXT,,,Closed,phbtw7337_21.90.1.1g,,Jefferson Peak 2 Solar (9560),,,,,,,,,,,,,,,,,P2-High,szchen,,Fixed
BT-12066,521043,2-High,"[Lenovo-IdeaPad][LCFC][YogaC750]TGL/9560/20H1] BT YB in HLK test ""BluetoothHLK::RadioErrorRecovery::Test_RadioErrorRecoveryPlatformLevelDeviceReset"".(FR:100%)",szchen,10/Jun/20 9:11 PM,Lenovo - IdeaPad,Fixed,FW- Misc,,,Closed,phwfw01250_21.90.2.1g,,Jefferson Peak 2 Quasar (9560),,,,,,,,PLDR,,,,,,,,,P2-High,szchen,,Fixed
BT-12007,520708,2-High,[Lenovo-ThinkPad][Wistron][L13 Gen2][TGL-U/AX201&9560/20H1][HLK]  HLK:Bluetooth - UsbScoDataTransportLayer (Development and Integration) fail 100%,szchen,09/Jun/20 3:37 PM,Lenovo - ThinkPad China,Fixed,Host Windows->WHQL,,,Closed,BT driver Version 21.90.0.4,,Jefferson Peak 2 Solar (9560),,,,,,,,,,,,,,,,,P2-High,szchen,,Fixed
BT-11964,519740,2-High,[Lenovo-ThinkPad] [Inhouse][Lark][AX200][19H1][100%]DRTU can not enable BT test,byang10,04/Jun/20 4:29 PM,Lenovo - ThinkPad JP,Fixed,Tools- iBT-Misc,,,Closed,FVT,OEM_DRTU_CommonApp_00704_99_3500_51,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,P2-High,byang10,installer issue,Fixed
BT-11776,517291,1-Critical,[Lenovo_ThingPad][LCFC_TW][Lark][Lakefield][Win10] HLK Bluetooth test item failure(Bluetooth - 4LeSpecification (Reliability)),byang10,16/May/20 6:02 PM,Lenovo - ThinkPad JP,Fixed,Host Windows->WHQL,,,Closed,21.90.1.1,,Cyclone Peak 2 (AX200),,,,,,,,LKF,,,,,,,,,P2-High,byang10,,Fixed
BT-11744,516496,2-High,[Lenovo-IdeaPad][LCFC][YogaC750-TGL][20H1]No music output from BT headset when change A2DP to HFP in Sound Playback,szchen,13/May/20 7:32 PM,Lenovo - IdeaPad,Fixed,HW- USB,,,Closed,phbtw7337_21.90.1.1g,,Jefferson Peak 2 Solar (9560),,,,,,,,,,,,,,,,,P2-High,szchen,,Fixed
BT-11613,499409,2-High,"[Lenovo-IdeaPad][LCFC][YogaC750][TGL/AX201/20H1] BT WHQL test fail : ""Bluetooth - UsbScoDataTransportLayer (Development and Integration)"" test failed (FR:100%)",szchen,29/Apr/20 5:46 PM,Lenovo - IdeaPad,Fixed,FW- Transport,,,Closed,phbtw7337_21.90.1.1g,,Harrison Peak 2 Quasar (AX201),,,,,,,,WHQL,,,,,,,,,P2-High,szchen,,Fixed
BT-11597,508751,2-High,[Lenovo_Lark][LKF][CCP]  BSOD 0x7E occurs on LKF CCP platform,byang10,28/Apr/20 4:00 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtuart,,,Closed,FVT (BT driver version :21.60.6.1）,mainline,Cyclone Peak 2 (AX200),,,,,,,,LKF,,,,,,,,,P2-High,byang10,"While resuming from D2, Acl data read is out-of-sync with the
controller, so failed to assemble the packet properly to send
it up to the stack and driver went to unrecoverable state after
this. So to recover here, driver initiated recovery in this case,
so that driver will move to working condition.",Fixed
BT-11377,499456,2-High,"[Lenovo ThinkPad JP][LCFC][Jazz/Sideswipe-1/Solo2/lando2][AX200/9260/9560][20H1]Connect notifications no pop out after put the BT Mouse in pairing mode when enable ""Show notifications to connect using Swift Pair"" on �Settings -> Devices -> Bluetooth & oth",byang10,07/Apr/20 5:40 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,21.70.0.3/21.90.0.1,,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,P2-High,byang10,,Fixed
BT-11339,499469,3-Medium,"[21.90][HLK] [9560Jfp2]Bluetooth - LEExtendedAdvertising (Development and Integration) Test Failed (2/2 units, 9/10 cycles)",byang10,03/Apr/20 8:45 AM,Lenovo - ThinkPad JP,Fixed,FW- Protocol -> ADV_EXT,,,Closed,PHBTW5295_21.90.0.1G,21.90HF1,Jefferson Peak 2 Quasar (9560),,,,,,,,,,,,,,,,,P3-Medium,byang10,"WHQL failures reported in this Issue are due to FW watchdog exceptions. One of the LE Scan transaction has corrupted endTransaction native slot programmed, which caused all subsequent jobs to be incorrectly programmed. When this happens, LC scheduler will not be able program BC layer and start a job, and just keep running LC Preprocessor forever until WD exception occurs.

LE scans are of 37ms window size. If controller gets a sync within this window, then LC scheduler will try to program another LE Scan window for the time remaining in the 37ms window.
It looks like the issue (incorrect end native slot) happens while programming the second LE scan window. when very little scan window is left for the second scan transaction

Fix:
As we know that the endTransaction native slot is getting corrupted, a check is added if the duration of the Current Job is greater than 100ms then the Job is cancelled and preprocessor is called which will schedule the next job based on the current native slot instead of the corrupted endTransaction native slot.",Fixed
BT-11128,499545,1-Critical,[Lenovo_IdeaPad][Compal][Y740S-15IMH][CML-H][AX200][19H2][FSEQ] BT can't turn on in airplane mode setting with Intel AX200 after resume from S4/shut down with airplane mode on.,szchen,17/Mar/20 2:38 PM,Lenovo - IdeaPad,Fixed,FW- Transport,,,Closed,BT 21.80PV / WLAN 21.80PV,21.90HF,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,P2-High,szchen,WiFi Fseq causing the issue,Fixed
BT-10217,499956,2-High,[Lenovo_ThingPad][LCFC_TW][CSLP][Lark][Lakefield][CCP][Win10] BSOD 0x9F occurred when system resume from Hibernate,byang10,10/Jan/20 1:55 PM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtuart,,,Closed,EVT-R2,21.60.5.1,Other,,,,,,,,BSOD,ibtsw_21.70,LKF,,,,,,,P2-High,byang10,WDF timeout flag is not set in the WDF synchronous call when timeout value is set. ,Fixed
BT-9361,500450,2-High,"[Lenovo-IdeaPad/Bitland][Flex 3-11GL 05/JfP2][19H1/19H2]When playing music via BT headset,There's a lag sound output(F/R:2/2units,8/10cycles)",wesleyku,08/Oct/19 11:20 AM,Lenovo - IdeaPad,Fixed,FW- Audio -> Voice,,,Closed,"21.30.1.1;21.40.1.4",,Jefferson Peak 2 Pulsar (9560),,,,,,,,Audio,,,,,,,,,P2-High,wesleyku,,Fixed
BT-9222,500528,2-High,"[Lenovo ThinkPad JP][LCFC][P71P51][8265]when you adjust the volume from speaker (bluetooth) of taskbar at first time,The Volume will increase after turn down the volume.",byang10,23/Sep/19 11:27 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,20.60.0.4 20.70.0.4,21.40,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P2-High,byang10,This issue is not observed on new driver v21.40.1 and the 100% volume is the notification from BT speaker.,Fixed
BT-9064,500635,1-Critical,[Lenovo-IdeaPad/Inhouse][YoaC940/HrP/CcP/JfP][System exception] BT function lost while play a music via BT headset(hands-free-audio) and transfer file,wesleyku,29/Aug/19 3:40 PM,Lenovo - IdeaPad,Fixed,FW- Misc,,,Closed,21.30.1.1,21.40 HF1,Harrison Peak 2 Quasar (AX201),,,,,,,,BtFWException,,,,,,,,,P2-High,wesleyku,,Fixed
BT-9050,500645,2-High,[Lenovo-DT][ThinkCentre M735q Tiny/AMD/Intel/ThP][Coex-A2DP-ATS] File copy speed by network will drop to 1/25 or 0 when streaming music by BT,wesleyku,12/Aug/19 9:35 AM,Lenovo - Desktop,Fixed,FW- Protocol,,,Closed,"21.20.0.100; 21.30.3.2",21.50.1.1,Cyclone Peak 2 (AX200),Harrison Peak 2 Quasar (AX201),Jefferson Peak 1 Quasar (9462),Jefferson Peak 2 Quasar (9560),Thunder Peak 2 (9260),,,,client_branch,WIFI_BT_COEX,,,,,,,,P2-High,wesleyku,"If DUT and BTOE do not agree on common sniff interval, initiator closes the sniff transaction by sending LMP_Not_Accepted message, but doesn't exit the sniff transition mode.",Fixed
BT-8994,500682,2-High,[Lenovo_Sideswipe_9560]:Bluetooth-Optional-HciExtensions (Development and Integration) fail with 21.30.x.x BT driver(Failrate : 60%),byang10,21/Aug/19 9:01 PM,Lenovo - ThinkPad JP,Fixed,FW- Protocol -> ADV,,,Closed,ibtw6628,21.70,Jefferson Peak 2 Pulsar (9560),,,,,,,,P->scanner,,,,,,,,,P2-High,byang10,"1) In 21.30 LE Scan window computation logic had reduced the LE scan slots by 2 for every LE scan scheduled to resolve one of the corner condition to avoid continuous scan. This implementation was revamped in Client branch. CL:642821, 
2) other improvements on LE Ext Adv Filter also might have little impact on these test cases. Ref: CL: 645295",Fixed
BT-8905,500736,1-Critical,[Lenovo-IdeaPad/Compal][S340-13/ThP][BT Lost/CB/WB] intel BT when stress WB/CB will Lost.,wesleyku,13/Aug/19 10:33 AM,Lenovo - IdeaPad,Fixed,FW- Transport,,,Closed,ibtw6455_21.20.0.4g,21.40HF,Thunder Peak 2 (9260),,,,,,,,BTDeviceDisappear,PPD_PROPAGATION_DELAY_FIX,,,,,,,,P2-High,wesleyku,"During PPD Entry/ Exit, OTG programming Guide recommends a delay of 10 clock cycles of corresponding PHY Clock after setting Power Clamp, RstPdwnModule, and StopPClk Bit. 

These delays were added in FW Flow to ensure enough HW Settling Time as per Synopsys recommendation.",Fixed
BT-8746,500848,2-High,[Lenovo-IdeaPad][S540-13/JFP][BT YB/DRTU] BT driver of DRTU show test mode yellow bang  after cold boot or resume from s4,,26/Jul/19 10:41 AM,Lenovo - IdeaPad,Fixed,3rd Party - Do not use,,,Closed,OEM_DRTU_09721_11_1923_0G,21.30,Jefferson Peak 2 Quasar (9560),,,,,,,,oem_tools,,,,,,,,,P2-High,gperix,,Fixed
BT-8579,500972,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940/HrP/JfP][YB/Fatal Exception] Intel Wireless Bluetooth occurred YB with code 54.,bzhan21,04/Jul/19 1:34 PM,Lenovo - IdeaPad,Fixed,FW- Protocol,,,Closed,21.20,iBTW6601_21.30.0.5,Harrison Peak 2 Quasar (AX201),Jefferson Peak 2 Quasar (9560),,,,,,,ACTIVE_WIN_SUSTAIN_CONTROLLER,ibtfw_21.40,IVG_Support,,,,,,,P2-High,bzhan21,"The ULPM wakeup offset configured was optimized based on DCR-98, which causes wakeup little late for LC/BC to complete proper wakeup sequence from LPM/ULPM. This causes scheduled LC activity after wakeup generate interrupt before remaining of wakeup flow is completed in firmware and subsequently results in this system exception.",Fixed
BT-8568,500982,2-High,[Lenovo DT/Compal][A940/WsP][RS6][IxChariot/PAN] BT performance fail to pass SPEC - Average (Mbps) Throughput-R/T cannot meet spec(>=1Mbps),,02/Jul/19 5:26 PM,Lenovo - IdeaPad,Fixed,Host Windows- Installer,,,Closed,20.70.0.4,,Windstorm Peak 2 (8265),,,,,,,,,,,,,,,,,P2-High,ethange,,Fixed
BT-8454,501067,2-High,"[Lenovo-Ideapad/Wistron][YogaS940-ICL/JfP/AX201][RS6-RTM][MultiProfile] DUT connects Bluetooth keyboard, mouse and headset, there is music intermittent while playing music and doing OPP transaction.(FR:2/2units 4/10times)",,20/Jun/19 6:02 PM,Lenovo - IdeaPad,Fixed,FW- Protocol,,,Closed,21.20.0.4,,Harrison Peak 2 Quasar (AX201),,,,,,,,ACTIVE_WIN_SUSTAIN_CONTROLLER,Audio,Audio_A2DP,Audio_HFP,IVG_Support,,,,,P2-High,bramasam,,Fixed
