Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
BT-110058,1475730,2-High,[Huawei][New ADV APIs] IOCTL_IBT_START_ADVERTISER failed sometime on EB4 due to Race condition.,bingyues,29/Nov/22 3:45 PM,Huawei,Fixed,Customer TBD,,,Closed,22.170.0.2,PHBTW69755_22.200.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,bingyues,"If the command is responded before synchronization event is cleared,
it would cause the wait timeout. To avoid missing the Signaling event,
we need to clear the Sync event before sending HCI command.",Fixed
BT-108517,1467890,1-Critical,[Dell]UEFI BLE Scan hang issue(DELL Boot issue with USB drive connected),yaochien,21/Nov/22 3:23 PM,Dell,Fixed,Host UEFI - BIOS ,,,Closed,latest,BT_UEFI_REL_3.5.3_1468,Harrison Peak 2 Quasar (AX201),Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,yaochien,readytoboot is replaced with exitbootservices.,Fixed
BT-107764,1463991,2-High,[Huawei][New SCAN APIs] IOCTL_IBT_SET_MSFT_LE_ADVERTISEMENT_FILTER_ENABLE failed sometime during Stress test.,bingyues,16/Nov/22 4:51 PM,Huawei,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.170.0.2,PHBTW69755_22.200.0.1 ,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,bingyues,Race Condition between the WorkItem Scheduling and Clearing the Signalling event from the workiten which resulted in missing a signal.,Fixed
BT-107763,1463990,2-High,[Xiaomi][MIUI+][A55][ADL-P][AX211]BT BR/BER connection failed between Xiaomi Phone and PC as LMP_setup not completed,bingyues,16/Nov/22 4:48 PM,Xiaomi,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,"22.170.0.2, 22.180.0.2",PHBTW69755_22.200.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,bodduboi,"Peer is accepting connection and making role switch.
Role switch is passing good however, Intel DUT (Peripheral now) is
sending LMP_Set_AFH following the role switch.

The root cause for this issue is a race between the processing of
RS message and lmp-accepted-for-host-conn-request-packet.

RS and LMP don't pass the same flow:
Role switch related messages: BC-> LC-> LLC-> LM
PDU packet reception: BC-> LC-> LM

Since PDU packet reception has fewer steps than RS, LM may move to the
new role (slave role) too late.
When lmp-accepted-for-host-conn-request-packet is received at LM,
LM layer can still be in the old role (master)
i.e., LM is in old role, and LC is in the new role.

As a fix, the setup complete process is postponed till RS message is
processed by LM layer.",Fixed
BT-107255,1460178,2-High,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][BT][805790906]The chip does not reply to the HCI vendor command command, so that the PC cannot send out broadcasts!",bingyues,11/Nov/22 4:45 PM,Huawei,Fixed,FW- Protocol -> ACL_LE,,,Closed,22.160.0.3,"PHBTW_NIGHTLY7337_22.210.23036.7337, PHBTW_NIGHTLY6992_22.220.23032.6992",Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,22.210_Blocker,ADV_EXT:advertiser,,,,,,,,,P2-High,bingyues,"Updating the check for Adv state disabled by the host during the last
transaction while in the current transaction new connection setup completed.
Fixing this it will send command complete event with success as expected
for adv disable during new connection setup.",Fixed
BT-102649,1428286,1-Critical,[Honor][huaqin][HiggsF][ADL][AX211][22H2[2%]][Fatal Exception]【zhangjia】Bluetooth bsod dump problem - FW Exception with Invalid PHY index,yaochien,19/Oct/22 9:45 PM,Honor,Fixed,FW- PHY,,,Closed,22.160.0.3,PHBTW66478_22.190.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,BSOD,BtFWException,Remove_From_BP,,,,,,,,P2-High,ksonna,This issues is already fixed in 22.190 through  BT-90433. ,Fixed
BT-102626,1428202,1-Critical,[Dell][Dell Pair][Audio Offload]Dell pair installed Audio offload will get disabled.,yaochien,19/Oct/22 2:42 PM,Dell,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.160.0.3,PHBTW67766_22.190.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.190_Blocker,Remove_From_BP,,,,,,,,,P2-High,pmadupu,"when dell driver is installed as lower filter driver, Acpi Method is seen failing due to failure in driver IO call (IocallDriver API). This failure is due to insufficent buffer size requested/provided by driver.  Here driver has to update the input buffer size with new buffer size requested by lower driver(dell) and retry the method again. This fixes the issue. ",Fixed
BT-102177,1426530,2-High,"[HUAWEI][HUAQIN][MorganF][Intel ADL][Intel AX 211][BT][Win11][FW exception]The DUT BT Log shows ""Hardware error"" when connecting to Phone.",bingyues,17/Oct/22 8:47 PM,Huawei,Fixed,FW- Protocol -> TPC & LE TPC,,,Closed,22.160.0.3,,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,BtFWException,FatalException,,,,,,,,,P2-High,bingyues,,Fixed
BT-101371,1422944,1-Critical,[Honor][huaqin][HiggsF][ADL][AX211][21H2][100%][Fatal Exception] Bluetooth driver firmware crash connecting PC to mobile PAN and do WLAN on/off,yaochien,12/Oct/22 9:53 PM,Honor,Fixed,FW- PHY,,,Closed,22.160.0.3,PHBTW66191_22.190.22424.636,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,bodduboi,,Fixed
BT-99082,1412243,1-Critical,[HP/Dogfood][Inertia][ADL/GFP2/Win11 22H2][A2DP Offload] BT video playing no sound after drag progress bar,szchen,28/Sep/22 6:45 PM,HP,Fixed,FW- Coex,,,Closed,PHBTW62883_22.170.0.2G,PHBTW73369_22.210.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.210_Blocker,A2DP-Offload,Audio,KTBR_Blocker,,,,,,,P2-High,szchen,ACL was not scheduled when ATSx is enabled and when A2DP is suspended,Fixed
BT-93911,1391501,1-Critical,ANT tool dump BT SAR table with different Tx power on LE,yaochien,06/Sep/22 10:58 PM,Asus,Fixed,FW- PHY,,,Closed,22.160.0.3,PHBTW66478_22.190.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,oem_tools,Remove_From_BP,,,,,,,,,P2-High,mvenkat1,Legacy SAR values from bios were not taken into account in tx power limits,Fixed
BT-85109,1333648,1-Critical,[Intel UID 667731][SIT][ADL EV1][WiFi_BT][BT lost]BT mouse lost function and BT driver lost on Device Manager after execute WiFi PLDRTest.exe about 4-5 times.,yaochien,20/Jul/22 9:46 AM,Microsoft,Fixed,3rd Party- Platform - BIOS,,,Closed,PHBTW58542_22.160.0.2,BIOS fix,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,HSD_Created,Remove_From_BP,,,,,,,,,P2-High,ankitasr,"When PLDR Abort timeout detected by BIOS, W_DISABLE#2 is not de-asserted even though PLDR Abort flow eventually completes.
Fix is in BIOS to de-assert W_DISABLE#2 upon PLDR abort timeout to bring back BT.",Fixed
BT-84608,1331769,1-Critical,[HONORI][HUAQIN][Fermi/Born][Intel ADL][Intel AX 201][BT][Win11] Connection failure with Connection timeout,yaochien,18/Jul/22 3:24 PM,Honor,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,PHBTW55232_22.140.0.4G,PHBTW64912_22.180.0.2,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,22.180_Blocker,,,,,,,,,,P2-High,bodduboi,"""The New Slave sending NULL response to POLL packet after FHS-ID transaction and switching piconet on it's side. But if Master has not received this NULL, it keeps on trying for next 16frames for POLL-NULL. If new Slave has other activities along with this link, it might schedule normal POLL frame with priority with Slave Idle priority"".
Since this issue is Multiprofile along with other link, scan and LE ADV. Slave role is scheduling ADV or scan during these 16 POLL transactions from Master.
Solution proposed:

We don't have clear explanation from Specification, what to do in this particular scenario.
The solution right now trying is to boost scheduling priority of Slave link for 16frames immediately after Roleswitch. So that if new Master misses NULL in one frame, it might receive NULL in consecutive slots, provided no other high priority activity blocks this transaction.",Fixed
BT-79890,1302622,1-Critical,[HUAWEI][HUAQIN][KelvinD][Intel TGL][Intel AX 201][BT][Win11] DUT connect phone is due to security reasons  fail FR:1/100.,bingyues,22/Jun/22 2:39 PM,Huawei,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.80.0.4,PHBTW61033_22.170.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,pmadupu,In Encryption Pause resume during role switch process only the ACL channel is blocked and the LMP Max_slot_req and Power_cntr_req are not blocked and are being send before the encryption process is resumed. This cause the issue with encyrption payload counters and wrong transaction IDs due to role switch.,Fixed
BT-79085,1297848,2-High,[Samsung][LKF/SpaceX/CcP Uart][Win11] BT gets abnormal sometimes if connecting LE mouse and BT earphone,wesleyku,16/Jun/22 4:40 PM,Samsung,Fixed,Host Windows- Driver->ibtuart,,,Closed,v22.140.0.4 PV PHBTW55585,PHBTW63096_22.180.0.1,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,,,,,,Remove_From_BP,,,,,,,,,,P2-High,pmadupu,"1. While entering LPM, driver can expect events/acl data.      - not handled
2. And also, while entering LPM, complete packet need to be read recvd from controller. - not handled",Fixed
BT-77293,1287656,1-Critical,[Xiaomi][MIUI+]Connection Rejected due to security reasons between Xiaomi Pad and PC,bingyues,07/Jun/22 10:49 AM,Xiaomi,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.140.0.3,PHBTW61033_22.170.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,22.170_Blocker,,,,,,,,,,P2-High,pmadupu,In Encryption Pause resume during role switch process only the ACL channel is blocked and the LMP Max_slot_req and Power_cntr_req are not blocked and are being send before the encryption process is resumed. This cause the issue with encyrption payload counters and wrong transaction IDs due to role switch.,Fixed
BT-75664,1279347,2-High,[Dynabook][Compal][Syrah10][ADL][Win10 HLK Bluetooth - 4LeSpecification (Development and Integration) cause BT lost and pop up a USB unknown device.,scheng2x,27/May/22 2:27 PM,Dynabook Inc,Fixed,Host Windows->WHQL,,,Closed,"22.130.0.2, 22.140.0.4",PHBTW58067_22.160.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,ssunku,"'
During hci reset, the controller was in the middle of a USB transfer.
After the transfer complete, the buffer was not freed immediately.
The buffers was getting freed in the transfer complete handler which is invoked after the soft reset. But by this time, the buffer pools are re-initialized and hence the free operations end-up with an exception due to the buffer pointer being invalid w.r.t. to the re-initialized pools.",Fixed
BT-75518,1278204,2-High,[HUAWEI][HUAQIN][KelvinF][Intel ADL][Intel AX 201][BT][Win11]The BT driver lost during running disable/Enable test tool on production line.,bingyues,26/May/22 10:51 AM,Huawei,Fixed,FW- Transport,,,Closed,PHBTW50842_22.130.0.2G,PHBTW58067_22.160.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,ankitasr,"During hci reset, the controller was in the middle of a USB transfer.
After the transfer complete, the buffer was not freed immediately.
The buffers was getting freed in the transfer complete handler which is invoked after the soft reset. But by this time, the buffer pools are re-initialized and hence the free operations end-up with an exception due to the buffer pointer being invalid w.r.t. to the re-initialized pools.",Fixed
BT-74293,1269956,2-High,[HP/SIO2061975][Vision][ADL/GFP2/Win11 21H2] Cannot find DUT Tile in TILE Mobile App (TMA) on the phone when DUT enter to S4/D2,szchen,17/May/22 8:14 AM,HP,Fixed,Host Windows- Driver->ibtusb,,,Closed,"PHBTW48956_22.120.0.3G , PHBTW51841_22.130.0.2",PHBTW58067_22.160.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,ssunku,"Tile was not re-configuring for S3/S4 resume scenario with ""wake on BT"" feature  and S3(sleep) power state is enabled in bios. This causes device state transition D2->D0  instead of  D3->D0  followed by HCI_Reset (MSFT initiated) , when DUT wakes up using power button(Non-BT). This hci_reset command was not expected by driver , which disables the currently activated tile advertisements. 
Fix is to detect this scenario and reconfigure the tile Advertisements  after HCI_Reset is issued .  ",Fixed
BT-72972,1248707,1-Critical,[Honor][Huaqin][HiggsE][TGL][AX201][22.140]PC create BR connection with error: Connection Rejected due to security reasons,yaochien,07/May/22 1:20 AM,Honor,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.140.0.4,PHBTW61033_22.170.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,22.170_Blocker,,,,,,,,,,P2-High,bodduboi,"During Encryption setup procedure, in some cases multiple retransmission of LMP_Accepted, LMP_Key_Size_req was happening after the LMP_start_encryption request is initiated by Master. Which was causing the payload counter mismatch between Master and Slave.
Solution: Before transmitting lmp-start-enc-pdu, ensure that our ack for the
previous packet ( lmp accepted for key size ) is received. We can
confirm this when the remote device sends a NULL packet.",Fixed
BT-71204,1235597,2-High,[Surface] [Chehalis][Intel UID 643388][TGL-U][AX201] No sound came from JBL4 BT speaker after first connection with BT driver v22.120.,yaochien,21/Apr/22 10:24 AM,Microsoft,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.120 22.130,"PHBTW_NIGHTLY55176_22.150.22174.55176, PHBTW55232_22.140.0.4",Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,PROTOCOL,surface,,,,,,,,,P2-High,yaochien,Due to the multiple role switch during the connection setup and Override link policy settings enabled the connection process was failing with multiple issues. Changes done as part of BT-70469 fixed this issue of avoiding multiple role switches.,Fixed
BT-70476,1231423,1-Critical,[HUAWEI][HUAQIN][Morgan][Intel TGL][Intel AX 201][BT][Win11]The DUT connect fail with phone during running stress test(FW Fatal exception and Hardware error observed),bingyues,13/Apr/22 3:52 PM,Huawei,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.120.0.3,PHBTW58067_22.160.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,BtFWException,,,,,,,,,,P2-High,pmadupu,"During pairing process, while calculating the DHkey, locally generated
key handle for that particular BR/EDR link to be fetched and validated.
To fetch the keyhandle( pertaining to the link), we pass link index, and this
index was wrong, resulting in fetching a wrong key handle for that link.

Wrong index is fetched, because the Array(au8SSPDHKeyRequestedId) holding
the identifiers has duplicate entries. But this array is expected to have unique identifiers
for each and every BR/EDR link.

Why Array has duplicate entries, because array is updated with identifiers
by incrementing a static variable( u8NextSSPDHKeyCalcId),in multiples of 2.
And this variable is unsigned integer which can hold a maximum of value 255.
And in case of multiple pair-unpair operations, this variable will wrap around.
So we may end up with duplicate entries in the array.
",Fixed
BT-70178,1224296,2-High,[Lenovo ThinkPad JP][jaguar_2_panther_2][ADL-P][[Tile Ring] Tile Ring pulse irregularity,robinlia,11/Apr/22 11:12 PM,Lenovo - ThinkPad JP,Fixed,FW- Protocol -> ADV_EXT,,,Closed,"22.130.0.2, PHBTW_WEEKLY1334_22.150.22174.55137 , PHBTW_WEEKLY1332_22.150.22153.54320",PHBTW56037_22.150.0.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,Tile,TileRingOnWindows,,,,,,,,,P2-High,wesleyku,"In the scenario of Pulse duraiton = 0, Pulse interval =0, we will only reload Ring duration timer, pulse duration, interval timers will be inactive.
In fw, we should reload Ring duration timer for 60sec.
we are calling ring start timer, which already active and running, so timer set api not reloading timer when it's already active.
FW should stop the timer before everytime before reloading it.",Fixed
BT-69628,1220072,1-Critical,"[HONOR][HUAQIN][HiggsF][NB5550B][ADL-P][AX211][WIN11][22.130][BT][A2dp Offload][System Exception] The Bluetooth device will be auto change to ""Paired"". (Huawei Freelace)",yaochien,06/Apr/22 3:36 PM,Honor,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.130.0.2,PHBTW54762_22.140.0.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.140_Blocker,A2DP-Offload,Audio,BtFWException,,,,,,,P2-High,sbhawsar,The root cause is same as BT-59628. The remote device is like fuzzing device which is giving wrong input to BIT rate supported to 0. This eventually impacting the Codec.  The validation of the range of input is added.,Fixed
BT-69625,1220069,1-Critical,[HP/SIO2085113][Dashiell][ADL/GFP2-A211/Win11 22000.527] BT headset and BT mouse occurred lag simultaneously when playing online video.,szchen,06/Apr/22 2:47 PM,HP,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,PHBTW48956_22.120.0.3G,22.140.0.4,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,szchen,,Fixed
BT-66763,1195610,1-Critical,[Lenovo-IdeaPad][S970/ADL/GfP][win11][SIT] DUT can not transfer file immediately after S4 resume.,wesleyku,22/Mar/22 5:07 PM,Lenovo - IdeaPad,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.120.0.2,"PHBTW_NIGHTLY55176_22.150.22174.55176, PHBTW55585_22.140.0.4",Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,wesleyku,Due to the multiple role switch during the connection setup and Override link policy settings enabled the connection process was failing with multiple issues. Changes done as part of BT-70469 fixed this issue of avoiding multiple role switches.,Fixed
BT-64576,1174252,1-Critical,[Windows][AX201]Unable to establish BLE connection,mkkumar,11/Mar/22 2:41 AM,Microsoft,Fixed,FW- PHY,,,Closed,22.80,WW19.2 Nightly (WW19 weekly),Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,mkkumar,"Issue not root cause yet.
Workaround by avoiding using the relevant access addresses in central role.
",Fixed
BT-64111,1168975,1-Critical,[Intel UID 624523][Surface][Coex] Mouse Lags & Audio Glitches when Bluetooth Mouse used with Bluetooth Headset while connected to 2.4ghz Wi-Fi,sldunn,09/Mar/22 5:39 AM,Microsoft,Fixed,FW- Coex,,,Closed,22.70.1.1,PHBTW55569_22.150.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,Audio,surface,WIFI_BT_COEX,,,,,,,,P2-High,sldunn,"Changing ATS2 Quota - A2DP Peripheral + Hid

DCR-1714 - Increase ATS2 quota for Peripheral A2DP and HID device with 10%
From 70% to 80%. ",Fixed
BT-62054,1142439,2-High,LMP Version with JfP/Solar and JfP/Quasar shows as 11 indicating incorrect Certification Version,cmnagara,24/Feb/22 10:41 PM,Dell,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.110.0.3,PHBTW52755_22.140.0.1,Jefferson Peak 1 Quasar (9461),Jefferson Peak 1 Quasar (9462),Jefferson Peak 1 Solar (9461),Jefferson Peak 1 Solar-F (9461),Jefferson Peak 2 Quasar (9560),Jefferson Peak 2 Solar (9560),Jefferson Peak 2 Solar-F (9560),,,,,,,,,,,,,,,,22.140_Blocker,,,,,,,,,,P2-High,cmnagara,FW changes included to set LMP Version based on the CNVr,Fixed
BT-61701,1139018,1-Critical,CLONE - [LG][16Z90Q][A2DP Offload][ADL-P/AX211/Win11 21H2] BT speaker is automatically disconnected during video play AAC - Decode error observed,yaochien,22/Feb/22 11:23 PM,LG,Fixed,FW- Audio -> Voice,,,Closed,22.90.2.1(PHBTW42263),PHBTW55475_22.150.0.1 ,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,A2DP-Offload,Audio,ETA_4.1,,,,,,,,P2-High,yaochien,The AAC Codec output is varaible in size due to VBR.  The length information of the PDU is to be ended with non 0xFF value.  When the length of the AAC frame is like 510 which is 0xFF 0xFF there is need to add extra 0x00 byte for the decoder to consider AAC header complete and start reading data. This is an implementation bug.,Fixed
BT-59628,1117842,1-Critical,"[HONOR][HUAQIN][HiggsF][NB5550B][ADL-P][AX211][WIN11][BT][FW Exception][System Exception][A2DP Offload] Connect BT headset to system, and then it will only show connected voice and the sound out put from PC speaker.",yaochien,09/Feb/22 2:00 PM,Honor,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,22.110.0.2,PHBTW50842_22.130.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.130_Blocker,A2DP-Offload,Audio,BtFWException,,,,,,,P2-High,yaochien,"The cases like updating Object type, sampling frequency and channel mode value for AAC were not taken care.  
              Added validation, Code-Correction and UT cases for the same
    
  ",Fixed
BT-59625,1117841,3-Medium,"[HONOR][HUAQIN][HiggsF][NB5550B][ADL-P][AX211][WIN11][BT] Connect BT headset to system, and then it will only show connected voice and the sound out put from PC speaker.",yaochien,09/Feb/22 1:57 PM,Honor,Fixed,Customer TBD,,,Closed,22.110.0.2,,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3-Medium,ethange,,Fixed
BT-59398,1115352,2-High,"[Lenovo-Thinkpad JP][jaguar_2/panther_2/ADLP RVP/GfP2][Win11][Tile] DUT stop ADV after using ""shutdown /s /f /t 0"" command",wesleyku,08/Feb/22 10:07 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,PHBTW45933_22.110.0.2,22.130,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,Tile,,,,,,,,,,P2-High,wesleyku,"Windows Os is using different PowerActions to notify driver shutdown using command line and UI menu. Tile is configuring for  S5 based on the powerAction values. Now with the given fix, driver handles both the powerActions for S5.",Fixed
BT-59152,1113630,2-High,Incorrect Message while upgrading from WirelessSetup.Exe or SFX installer And Incorrect XML File,cmnagara,06/Feb/22 10:25 PM,,Fixed,Host Windows- Installer,,,Closed,22.120.0.3,PHBTW_WEEKLY1326_22.140.22114.52040,Unassigned,,,,,,,,,,,,,,,,,,,,,,22.140_Blocker,,,,,,,,,,P2-High,cmnagara,"Upgrade notification will have mismatch when inf installation is done and MSI upgrade is performed on top of Inf.
",Fixed
BT-57947,1098172,1-Critical,[Dynabook][Win11_21H2][A2DP Offload][AX211][22.100] the sound from BT headset was exchanged between left channel and right channel.,scheng2x,26/Jan/22 2:10 PM,Dynabook Inc,Fixed,FW- Audio -> Voice,,,Closed,BT: 22.100.1.1,PHBTW50842_22.130.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.130_Blocker,A2DP-Offload,audio,,,,,,,,P2-High,scheng2x,implemented a Fw WA to adjust 16 bit offset in the input of the PCM. This avoids the Solar issue of Left and Right channel switching. Working with HW team on exact defect leading to this problem,Fixed
BT-56985,1089124,1-Critical,[ADL-P RVP/GFP][A2DP Offload] BT headset no Sound after playing music & doing fast-forward,szchen,17/Jan/22 10:53 AM,HP,Fixed,3rd Party- MSFT,,,Closed,PHBTW44012_22.100.0.3,22551.1000.rs_prerelease.220202-1427,Harrison Peak 2 Quasar (AX201),Madison Peak Solar (AX204),,,,,,,,,,,,,,,,,,,,,A2DP-Offload,Audio,Audio_A2DP,AudioOffload,HSD_Created,,,,,,P2-High,szchen,3rd Party Msft - Fixed in rs_prerelease.220202-1427,Fixed
BT-56390,1087792,1-Critical,[Lenovo-Thinkpad JP][jaguar_2/panther_2/ADLP RVP/GfP2][Win11][Tile Ring] SLP_S0 not asserted caused by BT driver while doing Modern Standby with BT Off.,wesleyku,13/Jan/22 11:07 AM,Lenovo - ThinkPad JP,Fixed,Host Windows- Driver->ibtusb,,,Closed,22.100.0.3,22.110.0,Garfield Peak 2 Solar (AX211),Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,Tile,,,,,,,,,,P2-High,wesleyku,"During D0exit hci response for VS command(set S5 state) is not read . This packet remains in USB rx buffer , and doesnot allow controller to go in Low power mode",Fixed
BT-55864,1084956,1-Critical,[Dynabook][Win11][22.110][A2dp offload][ConnectionTimeout][AX211] BT headset is repeatedly disconnected and connected during playing music with BT offload enabled,yaochien,10/Jan/22 7:00 PM,Dynabook Inc,Fixed,FW- Protocol -> ACL_BR_EDR,,,Closed,BT: 22.110.0.2,PHBTW47107_22.120.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.120_Blocker,A2DP-Offload,connectiontimeout,Duplicate_by_RCA,,,,,,,P2-High,yaochien,,Fixed
BT-55022,1079585,1-Critical,[LG][16Z90Q][A2DP Offload][ADL-P/AX211/Win11 21H2] BT speaker is automatically disconnected during video play - Decode error observed,yaochien,03/Jan/22 12:40 PM,LG,Fixed,FW- Audio -> Voice,,,Closed,22.90.2.1(PHBTW42263),PHBTW48956_22.120.0.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,A2DP-Offload,Audio,Duplicate_by_RCA,ETA_4.1,,,,,,,P2-High,yaochien,"The AAC Codec output is varaible in size due to VBR.  The requirement to fit one AAC packet in 1 L2CAP PDU needs Constrained bit rate.

The Constrained bit rate is integrated to solve the problem of AAC packet going beyond L2CAP MTU and causing the far end device into bad state.",Fixed
BT-55019,1079536,1-Critical,"[MSI][MS-1593/MS-14F1/ADL-P RVP/GfP2][Tile] When BT Tile Mode enable/disable with BT LED Config On, the system can’t enter modern standby during Bluetooth off.",wesleyku,03/Jan/22 10:02 AM,MSI,Fixed,Host Windows- Driver->ibtusb,,,Closed,PHBTW44012_22.100.0.3,PHBTW48008_22.110.2.1,Other,,,,,,,,,,,,,,,,,,,,,,Tile,,,,,,,,,,P2-High,wesleyku,,Fixed
BT-54243,1070865,2-High,[Dynabook][Win11][A2DP Offload][AX211] No sound output from BT headset after DUT resuming from shut down,yaochien,21/Dec/21 4:58 PM,Dynabook Inc,Fixed,FW- Audio -> Voice,,,Closed,BT: 22.100.0.3,,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,A2DP-Offload,Audio,Duplicate_by_RCA,,,,,,,,P2-High,yaochien,,Fixed
BT-54023,1069634,1-Critical,[Dynabook][Tanzanite10/ADLP/GfP2][AAC][A2dp offload enabled][Win11] Audio noise observed during DC mode when close lid or sleep with BT offload enabled,wesleyku,20/Dec/21 5:44 PM,Dynabook Inc,Fixed,FW- Audio -> Voice,,,Closed,BT: 22.100.0.3,PHBTW55585_22.140.0.4,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,22.140_Blocker,A2DP-Offload,Audio,,,,,,,,P2-High,wesleyku,"Second Fix: The last fix for this was Revert of BT-57020
First Fix: The uninitized RAM buffer for DMA has some extra data in boundary cases and it is causing the bubble noise.",Fixed
